"text","group","id","time","partner_id","turn","seller","study","study_group","span","timeFraction"
"Absolutely.  It's from a very well known painter from the 18th century.  As I mentioned to you before, bowls like this typically sell for $600 but can go for as much as $800. Of course, I understand that $800 is a steep price especially for someone who may just be curating their first collection in these items but unfortunately $250 is WELL below its value and I have offers from other buyers above that price.  I think we can find a price that will work out for both of us - I would suggest a slight discount to typical market prices, $580. ",87,"BJJ9K"," 4:48:17 PM ","NU5PS",5,1,"one","one_87",233,0.402417962003454
"Thank you for the information and the consideration! A bowl such as this does sound like it would be quite the piece to own. However $580 is still quite the jump for me. If I could pay you $350, would you be willing to consider letting me purchase the piece? I could pay you in cash, today right now for the item. ",87,"NU5PS"," 4:50:10 PM ","BJJ9K",6,0,"one","one_87",346,0.597582037996546
"I understand that $580 is well above your initial offer of $250 but as I mentioned, $250 is simply completely outside of the reasonable range. ",87,"BJJ9K"," 4:50:59 PM ","NU5PS",7,1,"one","one_87",395,0.682210708117444
"Oh, I'm sorry! I hadn't been clear enough. I could pay $350. ",87,"NU5PS"," 4:51:31 PM ","BJJ9K",8,0,"one","one_87",427,0.737478411053541
"I'm sorry as well, I understand that you revised your offer to $350 but that doesn't seem to quite settle the matter.  You're asking to buy a piece for an almost 50% discount to market value! ",87,"BJJ9K"," 4:52:10 PM ","NU5PS",9,1,"one","one_87",466,0.804835924006909
"I very much understand that. I had hoped that the possibility of  being able to sell the item and get it off your hands would be a plus. Would $400 be more reasonable? ",87,"NU5PS"," 4:53:07 PM ","BJJ9K",10,0,"one","one_87",523,0.903281519861831
"That is definitely a step in the right direction.  Given how late in the day it is - I would agree to sell the item to you at $450 - this still represents a $150 discount to market prices! ",87,"BJJ9K"," 4:53:40 PM ","NU5PS",11,1,"one","one_87",556,0.960276338514681
"Could we split the difference and do $425? ",87,"NU5PS"," 4:53:57 PM ","BJJ9K",12,0,"one","one_87",573,0.989637305699482
"Sure. ||4 seconds left. :) ",87,"BJJ9K"," 4:54:00 PM ","NU5PS",13,1,"one","one_87",576,0.994818652849741
"Thank you! ",87,"NU5PS"," 4:54:03 PM ","BJJ9K",14,0,"one","one_87",579,1
"Hello, I am interested in the sugar bowl you are selling. I am willing to pay $250. ",88,"QH2MH","0","DAZFF",1,0,"one","one_88",0,0
"Hi, the average starting price for this bowl is higher...",88,"DAZFF","0","QH2MH",2,1,"one","one_88",10,0.0261780104712042
"What do you think the average starting price is? ",88,"QH2MH"," 4:44:12 PM ","DAZFF",3,0,"one","one_88",20,0.0523560209424084
"Starting at $400. ",88,"DAZFF"," 4:44:48 PM ","QH2MH",4,1,"one","one_88",56,0.146596858638743
"That seems high. I think $350 is more reasonable. ",88,"QH2MH"," 4:45:14 PM ","DAZFF",5,0,"one","one_88",82,0.214659685863874
"Yes, that is starting price though.  How much would you want to pay for it? ",88,"DAZFF"," 4:46:08 PM ","QH2MH",6,1,"one","one_88",136,0.356020942408377
"I could pay $350 for it. I don't think I can pay $400. ||I think you could give me a better price than that. ",88,"QH2MH"," 4:47:01 PM ","DAZFF",7,0,"one","one_88",189,0.494764397905759
"I will sell it to you for $375.. ",88,"DAZFF"," 4:47:51 PM ","QH2MH",8,1,"one","one_88",239,0.62565445026178
"How about $370? ",88,"QH2MH"," 4:48:32 PM ","DAZFF",9,0,"one","one_88",280,0.732984293193717
"$373 is my offer.",88,"DAZFF"," 4:48:53 PM ","QH2MH",10,1,"one","one_88",301,0.787958115183246
"Ok - $373 is good. I'll but it from you. ||Buy it from you*. ",88,"QH2MH"," 4:49:19 PM ","DAZFF",11,0,"one","one_88",327,0.856020942408377
"Ok! It's a deal! ",88,"DAZFF"," 4:49:33 PM ","QH2MH",12,1,"one","one_88",341,0.892670157068063
"Thank you for the sugar bowl! I'm excited to have it. ",88,"QH2MH"," 4:49:53 PM ","DAZFF",13,0,"one","one_88",361,0.945026178010471
"I am sure you will enjoy this piece! ",88,"DAZFF"," 4:50:14 PM ","QH2MH",14,1,"one","one_88",382,1
"This sugar bowl has great craftsmanship, and I want to add it to my collection. I can pay you $250 for it right now.",90,"4FU5Z","0","958FQ",1,0,"one","one_90",0,0
"This bowl was crafted by a New England Craftsman in the 1750s. Its market value is up to 800 dollars; I cannot accept an offer of only $250",90,"958FQ","0","4FU5Z",2,1,"one","one_90",10,0.0285714285714286
"Hello. ",90,"958FQ"," 4:43:33 PM ","4FU5Z",3,1,"one","one_90",20,0.0571428571428571
"Hello. I'm looking forward to continuing negotiating for the sugar bowl with you. ||I know that some appraisers have set the value of this bowl very highly, but the market for these items is small. That said, I can offer you $400. ",90,"4FU5Z"," 4:43:44 PM ","958FQ",4,0,"one","one_90",31,0.0885714285714286
"I can offer you the bowl for $500. The market may be small, but the item has been appraised with significantly higher value and is a valuable item for collectors. ",90,"958FQ"," 4:46:52 PM ","4FU5Z",5,1,"one","one_90",219,0.625714285714286
"I'm sorry, but $400 is the most I'm willing to pay. I hope you'll consider making the sale; I don't think you'll be receiving a better offer soon. ",90,"4FU5Z"," 4:47:46 PM ","958FQ",6,0,"one","one_90",273,0.78
"I can see that you really want the item; I will make the sale for $400. ",90,"958FQ"," 4:48:47 PM ","4FU5Z",7,1,"one","one_90",334,0.954285714285714
"Great, thank you. ",90,"4FU5Z"," 4:49:03 PM ","958FQ",8,0,"one","one_90",350,1
"Hey. I think $250 is a reasonable price to offer for this item.",91,"VYAFM","0","XWGBJ",1,0,"one","one_91",0,0
"$250 Is way under the market value for such a handcrafted item such as this bowl. ",91,"XWGBJ","0","VYAFM",2,1,"one","one_91",10,0.0628930817610063
"What would your first offer be? ",91,"VYAFM"," 5:12:51 PM ","XWGBJ",3,0,"one","one_91",20,0.125786163522013
"$325 ",91,"XWGBJ"," 5:13:16 PM ","VYAFM",4,1,"one","one_91",45,0.283018867924528
"Would you be comfortable with $300? ",91,"VYAFM"," 5:13:37 PM ","XWGBJ",5,0,"one","one_91",66,0.415094339622642
"No. ",91,"XWGBJ"," 5:14:15 PM ","VYAFM",6,1,"one","one_91",104,0.654088050314465
"I could do $325. || Agreed? ",91,"VYAFM"," 5:14:46 PM ","XWGBJ",7,0,"one","one_91",135,0.849056603773585
"Agreed. ",91,"XWGBJ"," 5:14:54 PM ","VYAFM",8,1,"one","one_91",143,0.89937106918239
"Thanks. ",91,"VYAFM"," 5:15:10 PM ","XWGBJ",9,0,"one","one_91",159,1
"Hello, I am interested in buying the sugar bowl you have for sale. I can offer you $250 for it. I am anxious to hear back from you and appreciate your consideration.",92,"4NUTE","0","TNWCH",1,0,"one","one_92",0,0
"I appreciate your offer of $250, but I must tell you that the wholesale price of the item is actually $350. Additionally, bowls of this kind regularly sell from $400-$800. I would therefore ask that you purchase it for $500, yielding a modest profit for me while still saving you a considerable amount. ",92,"TNWCH","0","4NUTE",2,1,"one","one_92",10,0.0151975683890578
"Hi. ",92,"4NUTE"," 5:09:41 PM ","TNWCH",3,0,"one","one_92",20,0.0303951367781155
"Hi. ||The maximum price for this bowl is $800. ||However, I'll sell it to you for $500. ",92,"TNWCH"," 5:11:28 PM ","4NUTE",4,1,"one","one_92",127,0.193009118541033
"Hello there! :) ",92,"4NUTE"," 5:14:56 PM ","TNWCH",5,0,"one","one_92",335,0.509118541033435
"Hello there. Is my offered price of $500 acceptable to you? Or would it be too much? ",92,"TNWCH"," 5:19:09 PM ","4NUTE",6,1,"one","one_92",588,0.893617021276596
"In that case, I would be able to counter offer you 425.00 with my budget. ||Is that suitable for you? ",92,"4NUTE"," 5:19:50 PM ","TNWCH",7,0,"one","one_92",629,0.955927051671733
"That's below my desired price, but still extremely reasonable. I accept. ||I am glad we were able to reach a mutually beneficial outcome. Thank you for your courtesy. ",92,"TNWCH"," 5:20:19 PM ","4NUTE",8,1,"one","one_92",658,1
"Hi, Hope you're having a great day! I'm very interested in the sugar bowl that you're selling, and I was wondering whether you'd be willing to sell it for $250. Thanks!",93,"M4582","0","B4U7P",1,0,"one","one_93",0,0
"Hi!  Thank you for your interest in the sugar bowl!  I would like to get at least $350 for this item.  This is still a much lower price than its original selling price and it will increase in value over time.  Thank you for considering it!",93,"B4U7P","0","M4582",2,1,"one","one_93",10,0.0581395348837209
"Thanks for the quick response! How about we settle on $350? If you sell it for that price, I will be able to pay you very soon. ",93,"M4582"," 5:20:08 PM ","B4U7P",3,0,"one","one_93",20,0.116279069767442
"Hi!  Yes, let's settle on $350.  I believe this is a very fair price for both of us and you will be very happy with this. ",93,"B4U7P"," 5:22:09 PM ","M4582",4,1,"one","one_93",141,0.819767441860465
"Sounds great. Thank you! ",93,"M4582"," 5:22:28 PM ","B4U7P",5,0,"one","one_93",160,0.930232558139535
"Thank you! ",93,"B4U7P"," 5:22:40 PM ","M4582",6,1,"one","one_93",172,1
"The sugar bowl is nice but it does have a few dents in it and therefore less valuable to me and on the open market.  I'll give you $250 for the bowl, dents and tarnish and all.",94,"MEQYH","0","7RUNZ",1,0,"one","one_94",0,0
"The sugar bowl is of 18th Century vintage and even relatively small imperfections do not degrade its intrinsic value.  I'd be willing to sell it for $300.",94,"7RUNZ","0","MEQYH",2,1,"one","one_94",10,0.0238663484486874
"Would you be willing to pay $300.00 for this exquisite artifact? ",94,"7RUNZ"," 5:19:17 PM ","MEQYH",3,1,"one","one_94",20,0.0477326968973747
"I'm afraid 300 is a bit steep for this small mishandled item. I know you have invested in it, I'll split the difference with you and will buy it for 275. ",94,"MEQYH"," 5:20:47 PM ","7RUNZ",4,0,"one","one_94",110,0.262529832935561
"It is over 250 years old and made by a talented colonial craftsman--I honestly believe $300.00 is still a bargain for you. ;) ||That last was supposed to be a smile emoticon. ",94,"7RUNZ"," 5:22:26 PM ","MEQYH",5,1,"one","one_94",209,0.498806682577566
"I was willing to pay a bit more than I planned, and then I thought it was worth with the idea that you would see my point and be willing to come down just a bit. ",94,"MEQYH"," 5:24:01 PM ","7RUNZ",6,0,"one","one_94",304,0.725536992840095
"Very well, I will sell it to you for $275. ;) ",94,"7RUNZ"," 5:24:48 PM ","MEQYH",7,1,"one","one_94",351,0.837708830548926
"Thank you so much. I do like your shop and you, and will return at another time to peruse your collection. ",94,"MEQYH"," 5:25:34 PM ","7RUNZ",8,0,"one","one_94",397,0.947494033412888
"Happy to hear that. ",94,"7RUNZ"," 5:25:56 PM ","MEQYH",9,1,"one","one_94",419,1
"Hello there! How are you? I'd like to buy this bowl for $250. ",98,"ZH6JA","0","WJN4W",1,0,"one","one_98",0,0
"Hi there! I'm great -- and yourself? That's an excellent choice in sugar bowl, but unfortunately the price is a bit higher. At market value, this bowl is appraised at a value of $600-$800. I totally understand that that's expensive, so I can mark the price down to $550. What do you say?",98,"WJN4W","0","ZH6JA",2,1,"one","one_98",10,0.0164473684210526
"Hi there! Have you had a chance to think about the price of $550? ",98,"WJN4W"," 9:17:04 PM ","ZH6JA",3,1,"one","one_98",20,0.0328947368421053
"Hello! 550 is too high for me. ||I can think about 300. ||Can you give it to me for 300? ",98,"ZH6JA"," 9:17:16 PM ","WJN4W",4,0,"one","one_98",32,0.0526315789473684
"Hmm, that's shame. I really want to make sure that this bowl sees the value that it's worth. I'll tell you what -- I could give you a special sale (you seem nice, I don't do this for everyone) and knock the price down to $500. ||Of course, I want to see the bowl go to a good home. It's silver, so it needs a lot of care. What do you say to $500? ",98,"WJN4W"," 9:18:43 PM ","ZH6JA",5,1,"one","one_98",119,0.195723684210526
"Well, thank you for that. However, this bowl is quite old. And usually, it comes with a set, and it is not of much value without the whole accompanying set. I'd be willing to pay $350 as it is stand alone. ",98,"ZH6JA"," 9:20:28 PM ","WJN4W",6,0,"one","one_98",224,0.368421052631579
"Oh, so you know your antiques! I wish I had seen a set in its entirety -- they're appraised at nearly $2000! The sugar bowl by itself, though, is the rarest piece, and with age it has only increased in value. $600-$800 is the value for the bowl alone! I'm really taking a loss here, but I can see that you'd know how to care for the bowl -- I could go as low as $475.",98,"WJN4W"," 9:22:32 PM ","ZH6JA",7,1,"one","one_98",348,0.572368421052632
"Oh, I'm sorry, I can't pay as high as $475. ||The most I can is 375.",98,"ZH6JA"," 9:23:19 PM ","WJN4W",8,0,"one","one_98",395,0.649671052631579
"I'll tell you what -- you and I both want to see you go home with this bowl today. Final offer: $450. I'm afraid I absolutely cannot go any lower. ",98,"WJN4W"," 9:24:31 PM ","ZH6JA",9,1,"one","one_98",467,0.768092105263158
"400? ",98,"ZH6JA"," 9:24:44 PM ","WJN4W",10,0,"one","one_98",480,0.789473684210526
"425",98,"WJN4W"," 9:25:08 PM ","ZH6JA",11,1,"one","one_98",504,0.828947368421053
"You could do 400. ",98,"ZH6JA"," 9:25:13 PM ","WJN4W",12,0,"one","one_98",509,0.837171052631579
"I couldn't though. When the bowl came into my possession, I paid over $400. $400 would be too big of a loss. I believe if you can offer $400, you could swing $450. ",98,"WJN4W"," 9:26:09 PM ","ZH6JA",13,1,"one","one_98",565,0.929276315789474
"Hmm, well, I can take it for 425. ",98,"ZH6JA"," 9:26:41 PM ","WJN4W",14,0,"one","one_98",597,0.981907894736842
"Deal! ",98,"WJN4W"," 9:26:47 PM ","ZH6JA",15,1,"one","one_98",603,0.991776315789474
"Cool, thanks! ",98,"ZH6JA"," 9:26:52 PM ","WJN4W",16,0,"one","one_98",608,1
"Good evening, I am very interested in purchasing the sugar bowl you have on display. I've been searching for this item for quite some time and would like to offer $250 for it, if that sounds feasible. Thanks!",99,"H3ZVP","0","A69BS",1,0,"one","one_99",0,0
"Hi, I wanted to sell you this sugar bowl. I was wondering if you are interested in it for $250.",99,"A69BS","0","H3ZVP",2,1,"one","one_99",10,0.0510204081632653
"Good evening, I'm not sure what you meant by your response; did you mean you are willing to sell it for the price given? Thanks. ",99,"H3ZVP"," 9:16:49 PM ","A69BS",3,0,"one","one_99",20,0.102040816326531
"Hi, yes. ",99,"A69BS"," 9:17:17 PM ","H3ZVP",4,1,"one","one_99",48,0.244897959183673
"Ah, perfect, what forms of payment do you accept? ||? ",99,"H3ZVP"," 9:17:42 PM ","A69BS",5,0,"one","one_99",73,0.372448979591837
"$250 dollars is a prize. ",99,"A69BS"," 9:18:47 PM ","H3ZVP",6,1,"one","one_99",138,0.704081632653061
"Ok sounds good, I'll send when I can. Thanks so much! ",99,"H3ZVP"," 9:19:09 PM ","A69BS",7,0,"one","one_99",160,0.816326530612245
"No, thank you. Welcome, have a great day. ",99,"A69BS"," 9:19:45 PM ","H3ZVP",8,1,"one","one_99",196,1
"I offer $250 firm",100,"MXKWY","0","UTW5X",1,0,"one","one_100",0,0
"Lowest I can go is 350. ",100,"UTW5X","0","MXKWY",2,1,"one","one_100",10,0.103092783505155
"Still interested. ||How does the 350 sound to you?",100,"UTW5X"," 9:16:48 PM ","MXKWY",3,1,"one","one_100",20,0.206185567010309
"Too high. ||300. ",100,"MXKWY"," 9:17:31 PM ","UTW5X",4,0,"one","one_100",63,0.649484536082474
"Sounds good to me. ",100,"UTW5X"," 9:18:05 PM ","MXKWY",5,1,"one","one_100",97,1
"Hi seller -- eager to buy the sugar bowl for $250 flat.",101,"6KTPH","0","WHMQ5",1,0,"one","one_101",0,0
"Hello there, buyer. I'm looking for $500, but I'm willing to negotiate a lower price, a bit more than $250, I should say.",101,"WHMQ5","0","6KTPH",2,1,"one","one_101",10,0.0174216027874564
"Hello.",101,"6KTPH"," 9:19:58 PM ","WHMQ5",3,0,"one","one_101",20,0.0348432055749129
"I perhaps should let you know that the bowl cost me $350, so I'd like to at least break even in this deal. Are you willing to meet me halfway on this? ",101,"WHMQ5"," 9:20:45 PM ","6KTPH",4,1,"one","one_101",67,0.116724738675958
"Got your message - I'm willing to up my offer to $300. ",101,"6KTPH"," 9:22:09 PM ","WHMQ5",5,0,"one","one_101",151,0.263066202090592
"Actually, I think it was $300 I paid. Sorry for the mistake in the previous message. ||Could we try for $340? ||Is $330 acceptable? ",101,"WHMQ5"," 9:22:23 PM ","6KTPH",6,1,"one","one_101",165,0.287456445993031
"I am happy to meet halfway and offer $310. ",101,"6KTPH"," 9:28:24 PM ","WHMQ5",7,0,"one","one_101",526,0.916376306620209
"OK, let's do it. ",101,"WHMQ5"," 9:29:03 PM ","6KTPH",8,1,"one","one_101",565,0.984320557491289
"Perfect. Thank you ",101,"6KTPH"," 9:29:12 PM ","WHMQ5",9,0,"one","one_101",574,1
"Hello. I offer $250 for the book.",1,"GYVUW ","0","SZA8P ",1,0,"two","two_1",0,0
"Hey! This book actually goes for up to 800 on the world market, so I don't know if I can go lower than 725",1,"SZA8P ","0","GYVUW ",2,1,"two","two_1",10,0.0193798449612403
"Hey, how are you? ",1,"SZA8P "," 7:45:16 PM ","GYVUW ",3,1,"two","two_1",20,0.0387596899224806
"Hi, I've seen the price of this single book to be $400 in the past. ",1,"GYVUW "," 7:45:34 PM ","SZA8P ",4,0,"two","two_1",38,0.0736434108527132
"Usually it goes for about 500-800, so i think 400 is a bit of an undersell, even 500 is low ||I can lower it to 600? ",1,"SZA8P "," 7:46:18 PM ","GYVUW ",5,1,"two","two_1",82,0.158914728682171
"Considering that price range  is for a well preserved copy of this particular edition, I would say that $400 is rather reasonable for its current condition. ",1,"GYVUW "," 7:46:57 PM ","SZA8P ",6,0,"two","two_1",121,0.234496124031008
"This copy is in good condition other than a singular blemish on the cover, the binding and glue are all perfectly intact ||The blemish wouldn't be considered a compromise to the integrity of the book ||What do you think about 55? ||550* ",1,"SZA8P "," 7:47:38 PM ","GYVUW ",7,1,"two","two_1",162,0.313953488372093
"Considering that I am attempting to complete a pristine collection with the purchase of this book, I consider the blemish to be quite the issue in regards to the integrity of my collection. ||I would be willing to pay up to $450, but anything more would be an insult. ",1,"GYVUW "," 7:48:46 PM ","SZA8P ",8,0,"two","two_1",230,0.445736434108527
"I can lower to 500, but I can't go lower, otherwise I'll probably earn more selling it off online to the online buyers I have ||Seeing as similar editions--in similar condition--go from 500-800 as i said previously ",1,"SZA8P "," 7:50:21 PM ","GYVUW ",9,1,"two","two_1",325,0.62984496124031
"According to my research, the editions are actually sold from the $400 range. However, considering the convenience of not having to wait for the book, I would be willing to buy for $480. ",1,"GYVUW "," 7:52:12 PM ","SZA8P ",10,0,"two","two_1",436,0.844961240310077
"And I don't want to wait to sell it online, either. I can do 485. Deal? ",1,"SZA8P "," 7:53:04 PM ","GYVUW ",11,1,"two","two_1",488,0.945736434108527
"$485 is fine. Great working with you. ",1,"GYVUW "," 7:53:24 PM ","SZA8P ",12,0,"two","two_1",508,0.984496124031008
"You too. ",1,"SZA8P "," 7:53:32 PM ","GYVUW ",13,1,"two","two_1",516,1
"Would you like to make an offer on the book? ",2,"SW698 "," 7:45:52 PM ","RKEJK ",3,1,"two","two_2",20,0.0921658986175115
"Hello, I would like to offer you a hundred dollars for the book is that fair to you? ",2,"RKEJK "," 7:46:27 PM ","SW698 ",4,0,"two","two_2",55,0.253456221198157
"Unfortunately that is several hundred dollars under what I purchased the book for. ||I wouldn't be able to take such a low offer ",2,"SW698 "," 7:47:06 PM ","RKEJK ",5,1,"two","two_2",94,0.433179723502304
"Hello? are you there? ",2,"RKEJK "," 7:47:23 PM ","SW698 ",6,0,"two","two_2",111,0.511520737327189
"Yes I am here ||I'd at least need to break even if I am to sell ",2,"SW698 "," 7:47:41 PM ","RKEJK ",7,1,"two","two_2",129,0.594470046082949
"test ||test ",2,"RKEJK "," 7:48:12 PM ","SW698 ",8,0,"two","two_2",160,0.737327188940092
"Hello?? ",2,"SW698 "," 7:48:23 PM ","RKEJK ",9,1,"two","two_2",171,0.788018433179724
"test ",2,"RKEJK "," 7:48:31 PM ","SW698 ",10,0,"two","two_2",179,0.824884792626728
"hi ||hi ||hi ",2,"SW698 "," 7:49:09 PM ","RKEJK ",11,1,"two","two_2",217,1
"450? ",3,"U8J32 "," 7:46:15 PM ","5AS8W ",3,0,"two","two_3",20,0.338983050847458
"yes ",3,"5AS8W "," 7:46:40 PM ","U8J32 ",4,1,"two","two_3",45,0.76271186440678
"<div><br></div><div>great</div> ||have a good day ",3,"U8J32 "," 7:46:54 PM ","5AS8W ",5,0,"two","two_3",59,1
"hello ",4,"HHGJ2 "," 7:50:16 PM ","7HQRW ",3,0,"two","two_4",20,0.0328407224958949
"Hi ",4,"7HQRW "," 7:50:28 PM ","HHGJ2 ",4,1,"two","two_4",32,0.0525451559934319
"How much do you think you could sell it to me for? ",4,"HHGJ2 "," 7:50:35 PM ","7HQRW ",5,0,"two","two_4",39,0.0640394088669951
"willing to sell it for 650 ",4,"7HQRW "," 7:51:24 PM ","HHGJ2 ",6,1,"two","two_4",88,0.144499178981938
"I can seal it if you tell me 350 ||I guess that's a lot ||I don't want it for a lesser price but I can't pay more either ",4,"HHGJ2 "," 7:51:41 PM ","7HQRW ",7,0,"two","two_4",105,0.172413793103448
"lets negotiate to 375 whats say? ",4,"7HQRW "," 7:52:36 PM ","HHGJ2 ",8,1,"two","two_4",160,0.262725779967159
"350 it is ",4,"HHGJ2 "," 7:52:52 PM ","7HQRW ",9,0,"two","two_4",176,0.288998357963875
"i cant get it below 375 ",4,"7HQRW "," 7:53:26 PM ","HHGJ2 ",10,1,"two","two_4",210,0.344827586206897
"Since you've got the price down, I think I must return the favor. How about 360? That's max ",4,"HHGJ2 "," 7:54:20 PM ","7HQRW ",11,0,"two","two_4",264,0.433497536945813
"i think 375 is a fiar deal for it ||fair ",4,"7HQRW "," 7:54:55 PM ","HHGJ2 ",12,1,"two","two_4",299,0.490968801313629
"I believe 360 is. That way we get equal pay. ",4,"HHGJ2 "," 7:55:22 PM ","7HQRW ",13,0,"two","two_4",326,0.535303776683087
"equal pay is is at 400. but i reduced it to 375. ",4,"7HQRW "," 7:56:12 PM ","HHGJ2 ",14,1,"two","two_4",376,0.617405582922824
"I can't force you to 370, I can't pay more. If the deal doesn't go through both of us would be at a loss. ||So a final price is 370 ",4,"HHGJ2 "," 7:56:32 PM ","7HQRW ",15,0,"two","two_4",396,0.650246305418719
"i think the fair deal is both of us to have equal pay.. ||lets deal at 375 ",4,"7HQRW "," 7:57:20 PM ","HHGJ2 ",16,1,"two","two_4",444,0.729064039408867
"okay ||370 max ",4,"HHGJ2 "," 7:58:06 PM ","7HQRW ",17,0,"two","two_4",490,0.804597701149425
"cool ||375 right? ",4,"7HQRW "," 7:58:20 PM ","HHGJ2 ",18,1,"two","two_4",504,0.827586206896552
"370 ",4,"HHGJ2 "," 7:58:42 PM ","7HQRW ",19,0,"two","two_4",526,0.863711001642036
"lets seal it at seal it at 375 ||its just a .1 increase ",4,"7HQRW "," 7:59:14 PM ","HHGJ2 ",20,1,"two","two_4",558,0.916256157635468
"okay. 375 it is ",4,"HHGJ2 "," 7:59:34 PM ","7HQRW ",21,0,"two","two_4",578,0.949096880131363
"cool ",4,"7HQRW "," 7:59:50 PM ","HHGJ2 ",22,1,"two","two_4",594,0.975369458128079
"Cool ",4,"HHGJ2 "," 8:00:05 PM ","7HQRW ",23,0,"two","two_4",609,1
"Hi there ",5,"F22NY "," 7:46:46 PM ","SX4BD ",3,1,"two","two_5",20,0.129032258064516
"hey, ",5,"SX4BD "," 7:46:53 PM ","F22NY ",4,0,"two","two_5",27,0.174193548387097
"I think we can settle for 450 ",5,"F22NY "," 7:47:00 PM ","SX4BD ",5,1,"two","two_5",34,0.219354838709677
"i have only 400 ||so cant give you anything beyond that ",5,"SX4BD "," 7:47:04 PM ","F22NY ",6,0,"two","two_5",38,0.245161290322581
"Book's market price is more than 450 ",5,"F22NY "," 7:47:23 PM ","SX4BD ",7,1,"two","two_5",57,0.367741935483871
"I know but i dont have anything with me ",5,"SX4BD "," 7:47:37 PM ","F22NY ",8,0,"two","two_5",71,0.458064516129032
"I am already losing money on this ||Let'e do a better deal ||A ||A ",5,"F22NY "," 7:47:43 PM ","SX4BD ",9,1,"two","two_5",77,0.496774193548387
"but what can i do if i have only 400 ",5,"SX4BD "," 7:48:20 PM ","F22NY ",10,0,"two","two_5",114,0.735483870967742
"A ",5,"F22NY "," 7:48:22 PM ","SX4BD ",11,1,"two","two_5",116,0.748387096774194
"okay ||go lets settle for 450 ",5,"SX4BD "," 7:48:34 PM ","F22NY ",12,0,"two","two_5",128,0.825806451612903
"We can accept checks or cards as well ||yes ||done ",5,"F22NY "," 7:48:54 PM ","SX4BD ",13,1,"two","two_5",148,0.954838709677419
"done ",5,"SX4BD "," 7:49:01 PM ","F22NY ",14,0,"two","two_5",155,1
"Hello, I would like to buy your book for $250 please.",6,"T3QX6 ","0","RQPU9 ",1,0,"two","two_6",0,0
"Hi, that price is lower than what I paid for it and much lower than what it is being sold at online. Would you be willing to renegotiate another price?",6,"RQPU9 ","0","T3QX6 ",2,1,"two","two_6",10,0.0168634064080944
"Hi! ",6,"RQPU9 "," 8:16:11 PM ","T3QX6 ",3,1,"two","two_6",20,0.0337268128161889
"Hey ||I read your message, and I would be willing to renegotiate ",6,"T3QX6 "," 8:16:43 PM ","RQPU9 ",4,0,"two","two_6",52,0.0876897133220911
"Awesome, what were you thinking? ||250 is a bit low hahah ",6,"RQPU9 "," 8:18:48 PM ","T3QX6 ",5,1,"two","two_6",177,0.298482293423271
"I'll buy the book right now for $275 ",6,"T3QX6 "," 8:19:54 PM ","RQPU9 ",6,0,"two","two_6",243,0.409780775716695
"Given the info that I got, its online for 500 ||Can we do 400? ||Can we do 400? ||hopefully that helps both of us out to make a difference ||if not let me know, not really sure how this study is structured ",6,"RQPU9 "," 8:21:12 PM ","T3QX6 ",7,1,"two","two_6",321,0.541315345699831
"Unfortunately I am unwilling to buy the book for more than $300 today. ",6,"T3QX6 "," 8:25:23 PM ","RQPU9 ",8,0,"two","two_6",572,0.964586846543002
"ok ",6,"RQPU9 "," 8:25:38 PM ","T3QX6 ",9,1,"two","two_6",587,0.989881956155143
"Deal or no deal? ",6,"T3QX6 "," 8:25:39 PM ","RQPU9 ",10,0,"two","two_6",588,0.991568296795953
"no ",6,"RQPU9 "," 8:25:44 PM ","T3QX6 ",11,1,"two","two_6",593,1
"I am interested in buying this; would you take $250.?  ",7,"JR2ND ","0","B3826 ",1,0,"two","two_7",0,0
"I'm glad you're interested. But the price of the book is $450.",7,"B3826 ","0","JR2ND ",2,1,"two","two_7",10,0.0645161290322581
"Hi ",7,"B3826 "," 8:19:14 PM ","JR2ND ",3,1,"two","two_7",20,0.129032258064516
"HI Would you take $400.? ",7,"JR2ND "," 8:19:38 PM ","B3826 ",4,0,"two","two_7",44,0.283870967741935
"It's not the price I imagined, but yes ",7,"B3826 "," 8:20:33 PM ","JR2ND ",5,1,"two","two_7",99,0.638709677419355
"Thank you: I would like to buy it at $400. ",7,"JR2ND "," 8:21:08 PM ","B3826 ",6,0,"two","two_7",134,0.864516129032258
"Sold! ",7,"B3826 "," 8:21:29 PM ","JR2ND ",7,1,"two","two_7",155,1
"The book is titled ""Christmas Carol"" written by Charles Dickens. The book is beautifully bound, a Tauschnith edition published in the year 1846. One of the rarest kind ",8,"PY845 "," 8:17:41 PM ","NT5HR ",3,1,"two","two_8",20,0.043956043956044
"Hmm gotcha sorry they didn't give the market price to me... would 225$ work?  That way it's 50% off the market price? ",8,"NT5HR "," 8:17:55 PM ","PY845 ",4,0,"two","two_8",34,0.0747252747252747
"The biniding is a red bur ",8,"PY845 "," 8:17:59 PM ","NT5HR ",5,1,"two","two_8",38,0.0835164835164835
"That's a lot for a book ",8,"NT5HR "," 8:18:16 PM ","PY845 ",6,0,"two","two_8",55,0.120879120879121
"Sorry about that. 50% off the market price seems to less for a book that is so rare ",8,"PY845 "," 8:18:46 PM ","NT5HR ",7,1,"two","two_8",85,0.186813186813187
"Doesn't the market price factor in the rarity?  I've never bought a book for more than $25 before ",8,"NT5HR "," 8:19:16 PM ","PY845 ",8,0,"two","two_8",115,0.252747252747253
